32,0.24755859375,0,0,0,0,0,0,0,0
33,0.25732421875,0.041580819926591676,-0.042386939575329248,0.22160277382340837,0.74795334582532935,506.5,605.5,547.5,785.5
34,0.31982421875,0.03063388661155322,0.47352186385153677,0.30286220713844675,0.78526719864846317,866.5,34.5,928.5,105.5
35,0.61572265625,0.021016461134742103,-0.035310613336992251,0.64011635136525813,0.74624811333699248,844.5,607.5,985.5,785.5
36,0.5615234375,0.01755909757478049,-0.13824415992041708,0.54445262117521964,0.86285353492041716,1300.5,1819.5,1420.5,2047.5
37,0.732421875,0.014464059069703683,-0.046287561745334736,0.72577031593029639,0.75722506174533488,1432.5,975.5,1594.5,1158.5
38,0.62158203125,0.013457481476399623,-0.046287561745334736,0.65451126852360053,0.75722506174533488,1770.5,975.5,1916.5,1158.5
39,0.17431640625,0.014466203004939641,0.47937936290820526,0.15936192199506041,0.78673391834179474,2013.5,899.5,2046.5,969.5
40,0.341796875,0.029193430124862755,-0.26466585697379247,0.35850188237513719,0.83741976322379275,0.5,1796.5,75.5,2047.5
41,0.34765625,-0.016949148000137245,-0.26466585697379247,0.31235930425013719,0.83741976322379275,76.5,1796.5,151.5,2047.5
42,0.4306640625,-0.02201419499519762,0.26046213595979695,0.45218997624519758,0.74783864529020305,1544.5,134.5,1652.5,245.5
43,0.56689453125,0.0029237916781010178,0.035895907656421581,0.56055277082189903,0.62426034234357852,950.5,111.5,1077.5,245.5
44,0.1962890625,-0.023103314095087802,-0.17759743113680024,0.18765409534508784,0.14292946238680024,817.5,32.5,865.5,105.5
45,0.27587890625,-0.018665636148463262,0.22955409362993962,0.29307969864846317,0.37444981262006038,1948.5,1583.5,2019.5,1616.5
46,0.26318359375,0.034258477119923178,-0.041671133198408324,0.21867121038007686,0.13835082069840837,1915.5,1824.5,1957.5,1865.5
47,0.412109375,-0.028128966280186643,-0.096563647005351208,0.41973052878018663,0.74646599075535136,1564.5,1378.5,1666.5,1570.5
48,0.5615234375,0.019266206006448985,-0.046287561745334736,0.5417689502435511,0.75722506174533488,117.5,786.5,236.5,969.5
